1001,SCORPION,Scorpion,Scorpion,16,153,1,398,298,1,33,7,16,5,12,15,10,5,19,5,10,12,0,4,23,0x2003091,200,1564,864,576,0,0,0,0,0,0,0,990,70,904,5500,757,57,943,210,7041,100,508,200,625,20,20234,1,20838,1,4068,1
1002,PORING,Poring,Poring,1,60,1,154,114,1,8,1,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,5442,1,18730,1,4001,1
1004,HORNET,Hornet,Hornet,11,90,1,233,172,1,13,3,7,1,12,24,4,5,6,5,10,12,0,4,24,0x2001081,150,1292,792,216,0,0,0,0,0,0,0,992,80,939,9000,909,3500,1208,15,511,350,518,150,5632,1,15280,1,18666,1,4019,1
1005,FARMILIAR,Familiar,Familiar,24,427,1,1123,1263,1,68,9,26,5,15,19,20,5,20,1,10,12,0,2,27,0x3881,150,1276,576,384,0,0,0,0,0,0,0,913,5500,1105,20,2209,15,601,50,514,100,507,700,645,50,5419,1,13424,1,4020,1
1007,FABRE,Fabre,Fabre,6,72,1,185,140,1,12,3,24,0,12,5,5,5,12,5,10,12,0,4,22,0x2000081,400,1672,672,480,0,0,0,0,0,0,0,914,6500,949,500,1502,80,721,5,511,700,705,1000,1501,200,2948,1,19142,1,4002,1
1008,PUPA,Pupa,Pupa,4,66,1,169,126,1,1,3,24,2,11,1,3,3,8,6,10,12,0,4,22,0x2000000,1000,1001,1,1,0,0,0,0,0,0,0,1010,80,915,5500,938,600,2102,2,935,1000,938,600,1002,200,2823,1,5606,1,4003,1
1009,CONDOR,Condor,Condor,12,114,1,295,218,1,14,6,7,5,14,7,6,0,13,5,10,12,1,2,24,0x1081,150,1148,648,480,0,0,0,0,0,0,0,917,9000,1702,150,715,80,1750,5500,517,400,916,2000,582,600,5421,1,5729,1,4015,1
1010,WILOW,Willow,Willow,8,91,1,235,175,1,13,5,38,2,13,3,8,5,12,5,10,12,1,3,22,0x81,200,1672,672,432,0,0,0,0,0,0,0,902,9000,1019,100,907,1500,516,700,1068,3500,1067,2000,1066,1000,2533,1,2566,1,4010,1
1011,CHONCHON,Chonchon,Chonchon,5,57,1,147,117,1,11,3,27,0,13,4,4,0,8,5,10,12,0,4,24,0x2000081,200,1076,576,480,0,0,0,0,0,0,0,998,50,935,6500,909,1500,1205,55,601,100,742,5,1002,150,2589,1,5734,1,4009,1
1012,RODA_FROG,Roda Frog,Roda Frog,13,160,1,414,312,1,19,4,12,5,12,6,4,0,14,9,10,12,1,5,21,0x81,200,2016,816,288,0,0,0,0,0,0,0,918,9000,908,500,511,300,721,7,713,2000,24001,1,24185,1,26138,1,28484,1,4014,1
1013,WOLF,Wolf,Wolf,45,1219,1,3213,3626,1,80,11,55,3,27,24,30,15,33,5,10,12,1,2,22,0x1089,200,1054,504,432,0,0,0,0,0,0,0,1011,20,920,9000,2308,10,517,650,528,1050,919,5500,578,600,5776,1,18116,1,4029,1
1014,SPORE,Spore,Spore,18,280,1,727,540,1,25,8,12,10,15,5,10,0,12,0,10,12,1,3,21,0x81,200,1872,672,288,0,0,0,0,0,0,0,921,9000,507,800,510,50,743,10,2220,40,7033,5,578,600,13411,1,19269,1,4022,1
1015,ZOMBIE,Zombie,Zombie,17,234,1,608,452,1,38,12,20,3,15,8,17,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,5020,1,5661,1,15384,1,19779,1,4038,1
1016,ARCHER_SKELETON,Archer Skeleton,Archer Skeleton,50,1646,1,5208,5850,9,95,23,47,10,30,29,20,10,32,5,10,12,1,1,29,0x2085,300,2864,864,576,0,0,0,0,0,0,0,932,4500,756,70,2285,3,1708,35,1752,1000,507,1800,1701,150,5874,1,13071,1,4094,1
1018,CREAMY,Creamy,Creamy,23,378,1,991,1114,1,61,1,28,20,16,1,1,0,1,20,10,12,0,4,24,0x2000081,150,1136,720,840,0,0,0,0,0,0,0,924,9000,2322,10,518,150,602,100,2207,2,712,500,692,100,2960,1,5081,1,4040,1
1019,PECOPECO,Peco Peco,Peco Peco,25,446,1,1173,1325,1,76,7,48,0,21,10,13,5,28,5,10,12,2,2,23,0x1089,200,1564,864,576,0,0,0,0,0,0,0,925,9000,2402,20,508,200,507,900,1604,100,5614,1,582,1000,5945,1,24048,1,4031,1
1020,MANDRAGORA,Mandragora,Mandragora,13,156,1,432,325,4,20,3,13,2,12,3,5,5,10,5,10,12,1,3,62,0x84,1000,1768,768,576,0,0,0,0,0,0,0,993,50,905,9000,1405,30,511,350,711,300,706,3,1967,10,2057,1,5618,1,4030,1
1023,ORK_WARRIOR,Orc Warrior,Orc Warrior,44,1434,1,3791,5848,1,71,33,52,3,32,15,24,15,16,10,10,12,1,7,22,0x3885,200,1864,864,288,0,0,0,0,0,0,0,998,210,931,9000,756,40,2267,3,1352,10,1304,5,2147,3,5570,1,13428,1,4066,1
1024,WORM_TAIL,Wormtail,Wormtail,17,200,1,519,385,1,22,5,16,0,10,6,14,5,12,35,10,12,1,3,22,0x91,200,1048,48,192,0,0,0,0,0,0,0,993,60,1011,25,906,5500,1408,30,508,70,721,5,10015,100,2499,1,5751,1,4034,1
1025,SNAKE,Snake,Boa,18,217,1,563,418,1,23,5,9,8,10,8,18,10,14,15,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,926,9000,1117,15,507,900,1011,35,937,800,954,1,578,600,5377,1,18604,1,4037,1
1026,MUNAK,Munak,Munak,58,2445,1,6636,7467,1,184,30,77,15,53,9,25,10,30,10,10,12,1,1,29,0x3885,200,2468,768,288,0,0,0,0,0,0,0,901,9000,2264,2,2404,15,609,20,2337,1,2305,100,1558,5,2427,1,5753,1,4090,1
1028,SOLDIER_SKELETON,Soldier Skeleton,Soldier Skeleton,34,804,1,2122,2387,1,84,14,53,5,14,10,32,5,29,3,10,12,1,1,29,0x3885,200,2276,576,432,0,0,0,0,0,0,0,932,5500,756,60,1214,12,507,700,934,10,2315,1,1216,50,5410,1,24400,1,4086,1
1029,ISIS,Isis,Isis,59,2092,1,5713,6423,1,202,37,83,5,58,43,22,5,39,15,10,12,2,6,27,0x2003095,200,1384,768,336,0,0,0,0,0,0,0,936,5335,2233,5,2603,1,733,150,732,20,954,1000,731,5,5971,1,18643,1,4116,1
1030,ANACONDAQ,Anacondaq,Anacondaq,100,8510,1,24994,18753,1,504,55,92,0,79,46,28,43,56,25,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,6247,200,937,9000,2168,1,926,1500,936,200,508,150,756,50,5223,1,5414,1,4062,1
1031,POPORING,Poporing,Poporing,30,524,1,1379,1560,1,74,20,36,17,17,26,20,18,36,5,10,12,1,3,25,0x83,300,1672,672,480,0,0,0,0,0,0,0,938,5500,910,1500,511,500,514,200,512,5,1207,5,512,250,16094,1,18553,1,4033,1
1032,VERIT,Verit,Verit,52,1944,1,5202,5867,1,139,20,63,10,51,4,25,10,5,5,10,12,1,1,29,0x83,250,2468,768,480,0,0,0,0,0,0,0,929,9000,912,700,930,1100,509,600,2609,1,2612,200,639,20,5593,1,24187,1,4107,1
1033,ELDER_WILOW,Elder Willow,Elder Willow,34,599,1,1580,1783,1,80,14,45,0,10,14,25,0,29,0,10,12,1,3,43,0x3095,200,1372,672,432,0,0,0,0,0,0,0,990,50,907,9000,7939,1,757,40,2329,30,690,100,604,100,2691,1,15055,1,4052,1
1034,THARA_FROG,Thara Frog,Thara Frog,40,1157,1,3057,3440,1,73,30,37,17,25,10,10,18,30,2,10,12,1,5,41,0x81,200,2016,816,288,0,0,0,0,0,0,0,1011,45,908,5500,911,600,509,30,725,5,918,2000,2378,1,5893,1,18766,1,4058,1
1035,HUNTER_FLY,Hunter Fly,Hunter Fly,63,2050,1,5621,6337,1,226,20,46,20,32,72,22,25,79,15,10,12,0,4,44,0x2003885,150,676,576,480,0,0,0,0,0,0,0,996,30,999,100,943,5335,912,1300,756,129,2259,1,1226,2,13400,1,18532,1,4115,1
1036,GHOUL,Ghoul,Ghoul,61,2614,1,7158,8054,1,227,29,78,5,56,12,19,11,27,10,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,19102,1,22172,1,4110,1
1037,SIDE_WINDER,Side Winder,Side Winder,70,2736,1,7660,8617,1,316,30,101,12,52,32,35,20,66,15,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,954,5335,912,1400,756,134,1120,2,937,2500,926,5000,509,1000,5444,1,5795,1,4117,1
1038,OSIRIS,Osiris,Osiris,68,475840,1,2306040,1886760,1,1980,1503,172,164,97,99,86,131,145,67,10,12,1,1,89,0x6283695,100,1072,672,384,122760,603,4000,608,3000,751,500,617,2000,1232,150,2235,200,1255,600,1009,1000,5053,150,1285,100,5792,250,16088,250,4144,1
1039,BAPHOMET,Baphomet,Baphomet,81,668000,1,4049424,3411983,2,3150,1984,279,45,120,125,30,85,155,85,10,12,2,6,67,0x6283695,100,768,768,576,198262,607,2000,750,500,923,5000,1466,400,2256,300,1476,50,714,500,5160,10,985,5432,984,4171,18739,250,22118,250,4147,1
1040,GOLEM,Golem,Golem,61,2245,1,6112,6881,1,208,25,190,12,70,27,67,5,31,5,10,12,2,0,60,0x91,300,1608,816,396,0,0,0,0,0,0,0,999,150,953,9000,912,220,757,70,2146,5,715,200,998,350,20728,1,32351,1,4072,1
1041,MUMMY,Mummy,Mummy,55,2155,1,5822,6564,1,180,21,95,3,54,4,14,1,62,0,10,12,1,1,49,0x3885,300,1772,72,384,0,0,0,0,0,0,0,930,9000,756,100,934,550,2604,1,2611,10,525,250,508,850,2784,1,5768,1,4106,1
1042,STEEL_CHONCHON,Steel Chonchon,Steel Chonchon,48,1199,1,3182,3570,1,77,35,57,20,30,62,20,10,56,10,10,12,0,4,24,0x200108B,150,1076,576,480,0,0,0,0,0,0,0,992,90,999,30,910,2400,935,9000,943,30,998,200,1002,300,2018,1,2510,1,4042,1
1044,OBEAUNE,Obeaune,Obeaune,53,2158,1,5771,6474,1,107,45,48,26,54,47,21,40,36,25,10,12,1,5,41,0x3095,200,1872,672,288,0,0,0,0,0,0,0,995,13,950,9000,5014,1,2326,10,720,10,951,500,748,30,2708,1,18852,1,4093,1
1045,MARC,Marc,Marc,56,2522,1,6787,7627,1,145,25,55,24,50,24,22,15,48,20,10,12,1,5,41,0x3885,150,1272,72,480,0,0,0,0,0,0,0,995,18,956,9000,756,95,951,1000,720,10,717,200,509,700,13033,1,19177,1,4105,1
1046,DOPPELGANGER,Doppelganger,Doppelganger,77,380000,1,1793429,1434743,1,2103,1176,246,86,122,122,105,67,169,72,10,12,1,6,67,0x6283695,100,480,480,288,156600,724,1500,505,6000,0,0,2317,250,1162,220,1168,150,2258,350,1411,550,985,3686,984,2700,5350,250,13337,250,4142,1
1047,PECOPECO_EGG,Peco Peco Egg,Peco Peco Egg,7,75,1,187,141,0,1,0,16,5,4,10,22,8,10,5,10,12,0,0,60,0x0,1000,1001,1,1,0,0,0,0,0,0,0,1010,250,935,1500,2102,2,507,400,507,400,713,1800,736,10,2173,1,2538,1,4007,1
1048,THIEF_BUG_EGG,Thief Bug Egg,Thief Bug Egg,20,344,1,862,978,0,1,1,64,10,10,1,50,0,3,15,10,12,0,4,27,0x2000000,1000,701,1,1,0,0,0,0,0,0,0,1010,300,915,5000,2102,2,938,600,716,100,737,10,1002,250,5689,1,18642,1,4012,1
1049,PICKY,Picky,Picky,9,95,1,246,183,1,18,1,21,3,14,9,10,0,10,3,10,12,0,2,23,0x81,200,988,288,168,0,0,0,0,0,0,0,916,9000,949,700,2302,150,507,550,519,300,715,50,5627,1,15073,1,24077,1,4008,1
1050,PICKY_,Picky,Picky,10,89,1,231,173,1,18,20,48,10,15,8,8,5,9,3,10,12,0,2,23,0x81,200,988,288,168,0,0,0,0,0,0,0,916,9000,949,700,5015,10,507,600,519,300,715,50,10012,10,2583,1,24026,1,4011,1
1051,THIEF_BUG,Thief Bug,Thief Bug,21,354,1,927,1052,1,56,5,24,3,19,7,10,0,12,5,10,12,0,4,60,0x2001083,150,1288,288,768,0,0,0,0,0,0,0,955,2500,2304,80,507,350,909,2000,2303,120,1002,250,2158,1,5313,1,5464,1,4016,1
1052,ROCKER,Rocker,Rocker,15,185,1,479,358,1,19,5,16,3,12,18,8,10,17,5,10,12,1,4,22,0x2000081,200,1864,864,540,0,0,0,0,0,0,0,940,9000,1916,10,2298,4,1402,80,520,10,752,10,703,10,5574,1,20404,1,4021,1
1053,THIEF_BUG_,Thief Bug Female,Thief Bug Female,28,531,1,1388,1565,1,42,16,28,7,12,10,23,10,24,10,10,12,1,4,27,0x200108B,200,988,288,768,0,0,0,0,0,0,0,955,3500,910,250,1108,15,928,200,507,400,716,50,1002,300,5280,1,5673,1,4026,1
1054,THIEF_BUG__,Thief Bug Male,Thief Bug Male,30,595,1,1556,1760,1,46,21,40,20,17,37,22,5,31,13,10,12,1,4,27,0x200308D,300,988,288,768,0,0,0,0,0,0,0,1011,40,928,5500,955,1500,1152,10,508,90,729,5,1116,50,15166,1,16020,1,4050,1
1055,MUKA,Muka,Muka,23,468,1,1226,1379,1,66,9,28,0,18,9,28,5,43,5,10,12,2,3,22,0x81,300,1960,960,384,0,0,0,0,0,0,0,993,70,952,9000,713,2000,511,400,507,1000,1451,50,1002,250,2488,1,5148,1,4036,1
1056,SMOKIE,Smokie,Smokie,29,591,1,1553,1751,1,70,11,26,0,16,34,16,5,27,5,10,12,0,2,22,0x91,200,1576,576,420,0,0,0,0,0,0,0,945,5500,919,5500,516,800,2213,1,754,2,912,5,729,2,13124,1,18708,1,4044,1
1057,YOYO,Yoyo,Yoyo,38,898,1,2357,2662,1,63,11,40,0,20,11,34,20,19,10,10,12,0,2,22,0x108B,200,1054,54,384,0,0,0,0,0,0,0,942,9000,513,1500,508,200,7182,900,753,10,756,24,578,1000,5332,1,24074,1,4051,1
1058,METALLER,Metaller,Metaller,55,1687,1,4604,5187,1,196,41,72,12,52,24,10,0,47,31,10,12,1,4,23,0x200108B,200,1708,1008,540,0,0,0,0,0,0,0,990,60,940,6500,911,400,757,49,707,20,935,3000,1914,10,5701,1,24099,1,4057,1
1059,MISTRESS,Mistress,Mistress,78,378000,1,1701786,1392370,1,985,1967,187,192,76,186,88,113,172,79,10,12,0,4,84,0x6283695,100,1148,648,300,184140,996,1500,526,4000,722,3000,1413,150,518,10000,2249,250,616,1000,7018,10,985,4268,16001,100,1865,250,5363,250,4132,1
1060,BIGFOOT,Bigfoot,Bigfoot,29,587,1,1533,1728,1,50,12,55,7,18,4,7,0,12,0,10,12,2,2,22,0x91,300,1260,192,192,0,0,0,0,0,0,0,948,9000,2289,5,919,5000,740,80,516,1500,518,450,756,43,2723,1,5461,1,4074,1
1061,NIGHTMARE,Nightmare,Nightmare,69,2872,1,8077,16637,1,297,62,116,15,57,32,20,15,70,15,10,12,2,6,68,0x2003295,150,1816,816,432,0,0,0,0,0,0,0,944,6000,510,500,2608,2,603,30,505,100,1261,1,984,60,2695,1,2935,1,4127,1
1062,PORING_,Santa Poring,Santa Poring,3,69,1,178,222,1,12,4,0,0,1,14,3,10,12,90,10,12,1,3,26,0x81,400,1672,672,480,0,0,0,0,0,0,0,529,2000,530,1000,507,1000,512,1000,2236,100,512,7,0,0,0,0,0,0,4005,1
1063,LUNATIC,Lunatic,Lunatic,3,55,1,142,106,1,11,1,18,0,10,3,3,0,8,5,10,12,0,2,60,0x81,200,1456,456,336,0,0,0,0,0,0,0,705,6500,949,1000,2262,4,5640,1,601,500,515,1100,622,20,5676,1,21002,1,4006,1
1064,MEGALODON,Megalodon,Megalodon,46,1335,1,3567,4025,1,117,32,52,28,35,24,30,28,29,15,10,12,1,1,29,0x81,200,2492,792,432,0,0,0,0,0,0,0,959,5500,932,1500,510,80,717,120,719,10,603,2,624,20,2541,1,20717,1,4067,1
1065,STROUF,Strouf,Strouf,61,3052,1,8270,9313,1,170,30,67,21,49,16,31,20,33,20,10,12,2,5,61,0x3885,150,1872,672,384,0,0,0,0,0,0,0,951,5335,756,115,2315,2,1461,2,949,3000,720,20,956,1500,5149,1,5509,1,4111,1
1066,VADON,Vadon,Vadon,45,1252,1,3303,3727,1,78,25,54,21,35,21,28,20,33,15,10,12,0,5,21,0x91,300,1632,432,540,0,0,0,0,0,0,0,991,40,960,9000,910,3000,2313,5,943,100,757,40,717,50,2145,1,2668,1,4049,1
1067,CORNUTUS,Cornutus,Cornutus,48,1450,1,3854,4324,1,79,47,42,28,32,27,45,26,27,15,10,12,0,5,21,0x91,200,1248,48,480,0,0,0,0,0,0,0,991,45,961,5500,911,800,757,53,2106,5,943,1000,717,100,18590,1,18762,1,4061,1
1068,HYDRA,Hydra,Hydra,34,854,1,2540,2867,7,35,6,20,32,10,9,14,0,35,2,10,12,0,3,41,0x84,1000,800,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,1400,1,5552,1,16092,1,4035,1
1069,SWORD_FISH,Swordfish,Swordfish,57,2600,1,7019,7888,1,156,35,52,12,50,56,25,15,40,15,10,12,2,5,41,0x3885,200,1968,768,384,0,0,0,0,0,0,0,995,10,963,9000,756,33,2257,2,757,50,1117,25,956,600,24184,1,26007,1,4089,1
1070,KUKRE,Kukre,Kukre,42,1111,1,2934,3297,1,65,28,33,23,25,30,22,20,32,20,10,12,0,5,21,0x83,150,1776,576,288,0,0,0,0,0,0,0,991,30,955,5500,910,400,528,500,507,650,928,450,623,20,2056,1,5598,1,4027,1
1071,PIRATE_SKEL,Pirate Skeleton,Pirate Skeleton,48,1411,1,3749,4206,1,105,20,53,20,35,25,25,15,30,10,10,12,1,1,29,0x3885,200,1754,554,288,0,0,0,0,0,0,0,932,3000,2287,15,7477,5,2211,250,1104,250,756,43,628,20,2477,1,2849,1,4073,1
